"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"30",30,"the young in heart",1938,"approved",90,"comedy, drama",7.3,NA,"thrown out of the riviera, a family of grifters meets a lonely, vulnerable rich old woman and insinuate themselves into her life while they sponge off her.","richard wallace, lewis milestone, gilbert pratt, richard thorpe","janet gaynor, douglas fairbanks jr., roland young, billie burke",950,NA
"31",31,"flash gordon's trip to mars",1938,"approved",299,"action, adventure, sci-fi",7.4,NA,"when a deadly nitron ray strikes earth, flash gordon and his friends travel to mars to battle ming the merciless and his new ally queen azura.","ford beebe, robert f. hill, frederick stephani","buster crabbe, jean rogers, charles middleton, frank shannon",685,NA
"32",32,"block-heads",1938,"approved",57,"comedy, war",7.7,NA,"it's 1938, but stan doesn't know the war is over; he's still patrolling the trenches in france, and shoots down a french aviator. oliver sees his old chum's picture in the paper and goes to...                see full summary »","john g. blystone","stan laurel, oliver hardy, patricia ellis, minna gombell",2644,NA
"33",33,"topper takes a trip",1938,"approved",80,"comedy, fantasy, romance",6.7,NA,"to gain entry to heaven, a ghost attempts to reunite a divorcing couple as a good deed.","norman z. mcleod","constance bennett, roland young, billie burke, alan mowbray",832,NA
"34",34,"a man to remember",1938,"approved",79,"drama, romance",7.1,NA,"doctor john abbott is a single parent who settles in the town of westport, with his son dick, trying to eke out a living for them. he also inherits, by way of his doorstep, an unwanted baby...                see full summary »","garson kanin","anne shirley, edward ellis, lee bowman, william henry",333,NA
"35",35,"bluebeard's eighth wife",1938,"passed",85,"comedy, romance",7.4,NA,"after learning her multi-millionaire fiancé has already been married and divorced seven times, the daughter of a penniless marquis decides to tame him.","ernst lubitsch","claudette colbert, gary cooper, edward everett horton, david niven",2339,NA
"36",36,"of human hearts",1938,"passed",103,"drama, western",6.9,NA,"this is a story about family relationships, set in the time before and during the american civil war. ethan wilkins is a poor and honest man who ministers to the human soul, while his son ...                see full summary »","clarence brown","walter huston, james stewart, beulah bondi, guy kibbee",789,NA
"37",37,"the sisters",1938,"approved",99,"drama",7.1,NA,"three daughters of a small town pharmacist undergo trials and tribulations in their problematic marriages between 1904 and 1908.","anatole litvak","errol flynn, bette davis, anita louise, ian hunter",1384,NA
"38",38,"the shopworn angel",1938,"passed",85,"drama, romance, war",7.1,NA,"shortly after the united states enters world war i in 1917, a broadway actress agrees to let a naive soldier court her in order to impress his friends, but a real romance soon begins.","h.c. potter","margaret sullavan, james stewart, walter pidgeon, hattie mcdaniel",1047,NA
"39",39,"yellow jack",1938,"passed",83,"drama, history, mystery",6.4,NA,"in the fever-stricken areas of cuba a brave band of scientists, doctors and u. s. marines fight a losing battle against the deadly plague of 'yello jack,' until the great heroic risk taken by an irish sergeant brings victory.","george b. seitz","robert montgomery, virginia bruce, lewis stone, andy devine",171,NA
"40",40,"the lone ranger",1938,"approved",264,"western",7.1,NA,"chap. 1, hi yo silver: an outlaw leader planning to take control of texas after the civil war kills colonel jeffries, a man empowered to levy taxes, and assumes his identity. his men then ...                see full summary »","john english, william witney","silver king the horse, chief thundercloud, lynne roberts, stanley andrews",142,NA
"41",41,"the baroness and the butler",1938,"approved",80,"comedy, drama, romance",6.6,NA,"a butler gets elected to the hungarian parliament where he opposes his master's government.","walter lang","william powell, annabella, helen westley, henry stephenson",328,NA
"42",42,"booloo",1938,"approved",61,"action, adventure, thriller",4,NA,"a young-stiff-upper-lipped british officer, robert rogers writes a book about a white tiger and sacrifices of native girls by the sakai tribe in malaya. but the critics ridicule the book. ...                see full summary »","clyde e. elliott","colin tapley, jayne regan, mamo clark, herbert de souza",16,NA
"43",43,"port of shadows",1938,"approved",91,"crime, drama, romance",7.7,NA,"a military deserter finds love and trouble (and a small dog) in a smoky french port city.","marcel carné","jean gabin, michel simon, michèle morgan, pierre brasseur",6718,NA
"44",44,"room service",1938,"approved",78,"comedy",6.8,NA,"a penniless theatrical producer must outwit the hotel efficiency expert trying to evict him from his room, while securing a backer for his new play.","william a. seiter","groucho marx, harpo marx, chico marx, lucille ball",3970,NA
"45",45,"sidewalks of london",1938,"approved",85,"comedy",7.1,NA,"on the sidewalks of the london theater district the buskers (street performers) earn enough coins for a cheap room. charles, who recites dramatic monologues, sees that a young pickpocket, ...                see full summary »","tim whelan","charles laughton, vivien leigh, rex harrison, larry adler",879,NA
"46",46,"the adventures of tom sawyer",1938,"approved",91,"family, adventure",7.3,NA,"tom sawyer and his pal huckleberry finn have great adventures on the mississippi river, pretending to be pirates, attending their own funeral and witnessing a murder.","norman taurog","tommy kelly, ann gillis, may robson, walter brennan",1343,NA
"47",47,"alexander's ragtime band",1938,"approved",106,"drama, musical, romance",7,NA,"this send-up of ragtime song and dance begins in 1915 san francisco when society boy roger grant decides to pursue popular rather than serious music.","henry king","tyrone power, alice faye, don ameche, ethel merman",1515,NA
"48",48,"drums",1938,"not rated",104,"adventure, war",6.5,NA,"set in the india of the british raj. all the indians are portrayed as untrustworthy, plotting to overthrow their british masters. the only 'loyal' indian is prince azim who tries to warn ...                see full summary »","zoltan korda","sabu, raymond massey, roger livesey, valerie hobson",628,NA
"49",49,"swiss miss",1938,"approved",73,"comedy, musical",6.8,NA,"stanley and oliver are mousetrap salesmen hoping to strike it rich in switzerland, but get swindled out of all their money by a cheesemaker. while working off their hotel debt, oliver falls...                see full summary »","john g. blystone, hal roach","stan laurel, oliver hardy, grete natzler, walter woolf king",1434,NA
"50",50,"merrily we live",1938,"passed",95,"comedy, romance",7.4,NA,"dizzy society matron emily kilbourne has a habit of hiring ex-cons and hobos as servants. her latest find is a handsome ""tramp"" who shows up at her doorstep and soon ends up in a ...                see full summary »","norman z. mcleod","constance bennett, brian aherne, alan mowbray, billie burke",1155,NA
"51",51,"child bride",1938,NA,62,"drama",4.7,NA,"schoolteacher in a rural community campaigns to stop the practice of older men marrying young, underage girls.","harry revier","shirley mills, bob bollinger, warner richmond, diana durrell",744,NA
"52",52,"the mad miss manton",1938,"approved",80,"comedy, crime, mystery",6.9,NA,"when the murdered body discovered by beautiful, vivacious socialite melsa manton disappears, police and press label her a prankster until she proves them wrong.","leigh jason","barbara stanwyck, henry fonda, sam levene, frances mercer",1545,NA
"53",53,"test pilot",1938,"passed",119,"drama, romance",6.9,NA,"jim is a test pilot. his wife ann and best friend gunner try their best to keep him sober. but the life of a test pilot is anything but safe.","victor fleming","clark gable, myrna loy, spencer tracy, lionel barrymore",1716,NA
"54",54,"the baker's wife",1938,"not rated",133,"comedy, drama",7.7,NA,"in this little provencal village, a new baker, aimable, settles down. his wife aurelie is beautiful and much younger than he. she departs with a shepherd the night after aimable produces ...                see full summary »","marcel pagnol","raimu, ginette leclerc, fernand charpin, robert vattier",1160,NA
"55",55,"the terror of tiny town",1938,"approved",62,"western",3.5,NA,"an evil gunslinging midget comes to terrorize the good little people of tiny town. the townspeople organize to defeat him, and zany antics ensue","sam newfield","billy curtis, yvonne moray, 'little billy' rhodes, billy platt",1314,NA
"56",56,"a yank at oxford",1938,"passed",102,"drama, romance, sport",6.7,NA,"lee sheridan's ego has always been stoked by his newspaper publisher father, dan sheridan, who is willing to ""hold the presses"" solely to print lee's many sporting accomplishments as they ...                see full summary »","jack conway","robert taylor, vivien leigh, lionel barrymore, maureen o'sullivan",872,NA
"57",57,"the buccaneer",1938,"approved",126,"adventure, history",6.7,NA,"semi-fictional account of pirate jean lafitte's involvement in the war of 1812.","cecil b. demille","fredric march, franciska gaal, akim tamiroff, margot grahame",494,NA
"58",58,"too hot to handle",1938,"passed",107,"adventure, comedy, drama",6.7,NA,"two rival newsreel photographers join forces to find the an aviatrix's missing brother, who has disappeared in the amazon rainforest.","jack conway","clark gable, myrna loy, walter pidgeon, walter connolly",1132,NA
"59",59,"carefree",1938,"passed",83,"comedy, musical, romance",7.2,NA,"a psychiatrist agrees to hypnotize his friend's girlfriend in order to convince her to accept his proposals of marriage, but she ends up falling for the psychiatrist instead.","mark sandrich","fred astaire, ginger rogers, ralph bellamy, luella gear",2674,NA
"60",60,"four daughters",1938,"approved",90,"drama, music, romance",7,NA,"adam lemp, the dean of the briarwood music foundation, has passed on his love of music to his four early adult daughters - thea, emma, kay and ann - who live with him and his sister, the ...                see full summary »","michael curtiz","claude rains, john garfield, jeffrey lynn, frank mchugh",1390,NA
"61",61,"three blind mice",1938,"approved",75,"comedy",6.7,NA,"three sisters take their small inheritance and move from kansas to california in search of rich husbands. to start with pamela poses as a socialite and moira and elizabeth pretend to be her...                see full summary »","william a. seiter","loretta young, joel mccrea, david niven, stuart erwin",179,NA
"62",62,"the adventures of marco polo",1938,"passed",104,"adventure, biography, romance",5.7,NA,"adventurer marco polo travels to china, where he finds the emperor kublai khan, court intrigue, danger, and unexpected love.","archie mayo, john cromwell","gary cooper, sigrid gurie, basil rathbone, george barbier",769,NA
"63",63,"too much johnson",1938,NA,67,"comedy",6.2,NA,"a woman has two lovers. when one man finds out about the other, he acts as a villain and chases after the protagonist.","orson welles","joseph cotten, virginia nicolson, edgar barrier, arlene francis",369,NA
"64",64,"mr. wong, detective",1938,"passed",69,"adventure, crime, drama",6.2,NA,"when a chemical manufacturer is killed after asking detective james wong to help him, wong investigates this and two subsequent murders. he uncovers a international spy ring hoping to steal...                see full summary »","william nigh","boris karloff, grant withers, maxine jennings, evelyn brent",739,NA
"65",65,"if i were king",1938,"approved",101,"adventure, history",7.3,NA,"vagabond poet françois villon rises to high office in 1463 paris.","frank lloyd","ronald colman, basil rathbone, frances dee, ellen drew",607,NA
"66",66,"little miss broadway",1938,"approved",72,"drama, musical",6.6,NA,"an orphan is provisionally adopted by the manager of a hotel populated by show business people. the hotel's owner doesn't like the entertainers and wants the girl returned to the orphanage.","irving cummings","shirley temple, george murphy, jimmy durante, phyllis brooks",640,NA
"67",67,"professor beware",1938,"passed",93,"comedy",7.1,NA,"egyptologist, dean lambert (lloyd), accused of car-theft, skips bail and begins a cross-country trek to join a group in new york headed for egypt. with the police close on his trail he gets...                see full summary »","elliott nugent","harold lloyd, phyllis welch, william frawley, raymond walburn",116,NA
"68",68,"the great waltz",1938,"passed",104,"biography, drama, music",6.7,NA,"in 1845 vienna, johann strauss ii - schani to his friends - would rather write and perform waltzes than anything else, this at a time when a waltz is not considered proper society music. ...                see full summary »","julien duvivier, victor fleming, josef von sternberg","luise rainer, fernand gravey, miliza korjus, hugh herbert",840,NA
"69",69,"a slight case of murder",1938,"approved",85,"comedy, crime",7.2,NA,"former bootlegger remy marco has a slight problem with forclosing bankers, a prospective son-in-law, and four hard-to-explain corpses.","lloyd bacon","edward g. robinson, jane bryan, allen jenkins, ruth donnelly",1430,NA
"70",70,"alf's button afloat",1938,NA,89,"comedy",6.3,NA,"alf discovers that one of the buttons on his uniform is made from the metal of aladdin's lamp. when he cleans it a genie appears.","marcel varnel","bud flanagan, chesney allen, jimmy nervo, teddy knox",72,NA
"71",71,"the rage of paris",1938,"approved",78,"comedy",7.2,NA,"nicole has no job and is several weeks behind with her rent. her solution to her problem is to try and snare a rich husband. enlisting the help of her friend gloria and the maitre'd at a ...                see full summary »","henry koster","danielle darrieux, douglas fairbanks jr., mischa auer, louis hayward",532,NA
"72",72,"having wonderful time",1938,"approved",70,"comedy, romance",6.1,NA,"teddy shaw, a bored new york office girl, goes to a camp in the catskill mountains for rest and finds chick kirkland.","alfred santell","ginger rogers, douglas fairbanks jr., peggy conklin, lucille ball",541,NA
"73",73,"that certain age",1938,NA,95,"comedy, musical",7,NA,"dashing reporter vincent bullit has just returned from covering the spanish civil war. his boss, newspaper magnate fullerton, has more plans to send him off to china. however, first ...                see full summary »","edward ludwig","deanna durbin, melvyn douglas, jackie cooper, irene rich",211,NA
"74",74,"the divorce of lady x",1938,"not rated",91,"comedy, drama, romance",6.8,NA,"divorce lawyer everard logan thinks the woman who spent the night in his hotel room is the erring wife of his new client.","tim whelan","merle oberon, laurence olivier, binnie barnes, ralph richardson",994,NA
"75",75,"sweethearts",1938,"passed",114,"musical",6.6,NA,"a musical comedy duo in their 6th year on broadway receive an offer to perform in hollywood making films. the change of lifestyle is inviting to the sweethearts as the move will take them ...                see full summary »","w.s. van dyke, robert z. leonard","jeanette macdonald, nelson eddy, frank morgan, ray bolger",463,NA
"76",76,"man-proof",1938,"passed",75,"comedy, drama, romance",6,NA,"mimi has tried everything to become the bride to alan, but he chooses elizabeth instead. the ironic part is that mimi's mother writes romance novels and neither one has had any luck with ...                see full summary »","richard thorpe","myrna loy, franchot tone, rosalind russell, walter pidgeon",336,NA
"77",77,"service de luxe",1938,NA,85,"comedy",6.9,NA,"the manager of a service agency for the wealthy clashes with - and falls for - an inventor who is seeking funding for a new kind of tractor.","rowland v. lee","constance bennett, vincent price, charles ruggles, helen broderick",99,NA
"78",78,"crime school",1938,"not rated",85,"crime, drama",6.8,NA,"a gang of underprivileged teenagers are sentenced to serve two years in a reform school after almost killing a criminal fence who attacked them.","lewis seiler, william clemens","the 'dead end' kids, humphrey bogart, gale page, billy halop",901,NA
"79",79,"rich man, poor girl",1938,"passed",72,"comedy, drama, romance",6.2,NA,"a rich businessman wants to marry his secretary, but first he has to pass muster with her middle-class family.","reinhold schünzel","robert young, lana turner, lew ayres, ruth hussey",212,NA
"80",80,"mr. moto's gamble",1938,"approved",72,"crime, drama, mystery",6.9,NA,"when the #1 heavyweight contender is mysteriously poisoned during a bout, moto knows that identifying the gambler who placed large bets against him is the key to solving the murder.","james tinling","peter lorre, keye luke, dick baldwin, lynn bari",485,NA
"81",81,"charlie chan in honolulu",1938,"approved",67,"comedy, crime, horror",7.3,NA,"while charlie is distracted with the birth of his first grandchild, son jimmy impersonates his father in order to investigate a murder aboard a freighter in the harbor.","h. bruce humberstone","sidney toler, phyllis brooks, victor sen yung, eddie collins",1272,NA
"82",82,"the big broadcast of 1938",1938,"passed",91,"animation, comedy, musical",6.5,NA,"the bellows family causes comic confusion on an ocean liner, with time out for radio-style musical acts.","mitchell leisen, james p. hogan","w.c. fields, martha raye, dorothy lamour, shirley ross",725,NA
"83",83,"the girl of the golden west",1938,"passed",121,"musical, romance, western",6.6,NA,"mary robbins is a moderately educated, beautiful, young woman who owns the saloon called ""the poker"". she is the only woman in the town of couldee-making her the fancy of all the men there,...                see full summary »","robert z. leonard","jeanette macdonald, nelson eddy, walter pidgeon, leo carrillo",320,NA
"84",84,"four men and a prayer",1938,"not rated",85,"adventure, mystery",6.1,NA,"the sons of a disgraced british officer try to clear his name.","john ford","loretta young, richard greene, george sanders, david niven",516,NA
"85",85,"there's always a woman",1938,"passed",81,"comedy, mystery",6.9,NA,"an investigator for the district attorney and his amateur-sleuth wife compete to solve a murder mystery.","alexander hall","joan blondell, melvyn douglas, mary astor, frances drake",407,NA
"86",86,"nancy drew: detective",1938,"approved",66,"comedy, mystery",6.9,NA,"after a wealthy dowager who has made a substantial donation her alma mater suddenly disappears, nancy drew sets out to solve the mystery.","william clemens","bonita granville, john litel, james stephenson, frankie thomas",563,NA
"87",87,"the secret of treasure island",1938,"approved",300,"action, adventure, crime",4.5,NA,"in the prologue, pirates hide a treasure on an island off the mexican coast. and the pirates, the map and the treasure disappear in a volcanic eruption. the legend of the island draws ...                see full summary »","elmer clifton","don terry, gwen gaze, walter miller, grant withers",161,NA
"88",88,"volga - volga",1938,NA,108,"comedy, musical",7,NA,"widely claimed to be joseph stalin's favorite movie, this classic musical comedy is a must-see. the action takes place on a steamboat on the iconic volga river, as two groups of performers ...                see full summary »","grigoriy aleksandrov","igor ilyinsky, vladimir volodin, pavel olenev, sergei antimonov",490,NA
"89",89,"i accuse",1938,NA,95,"drama, horror, sci-fi",7.1,NA,"after serving in the trenches of world war i, jean diaz recoils with such horror that he renounces love and personal pleasure to immerse himself in scientific research, seeking a machine to...                see full summary »","abel gance","victor francen, line noro, marie lou, marcel delaître",333,NA
"90",90,"kentucky",1938,"passed",96,"drama, romance, sport",6.6,NA,"romeo and juliet story set amidst horse racing in kentucky. the family feud of lovers jack and sally goes back to the civil war and is kept alive by her uncle peter.","david butler","loretta young, richard greene, walter brennan, douglass dumbrille",353,NA
"91",91,"young dr. kildare",1938,"approved",82,"drama",6.8,NA,"fresh out of medical school, young dr. james kildare decides to take a position at a large new york hospital instead of joining his father's country practice. in new york he meets the ...                see full summary »","harold s. bucquet","lionel barrymore, lew ayres, lynne carver, nat pendleton",366,NA
"92",92,"you and me",1938,"approved",94,"crime, film-noir, romance",7.1,NA,"an altruistic department-store owner hires ex-convicts in order to give them a second chance at life. unfortunately, one of the convicts he hires recruits two of his fellow ex-convicts in a plan to rob the store.","fritz lang","sylvia sidney, george raft, robert cummings, barton maclane",797,NA
"93",93,"the shining hour",1938,"passed",76,"drama, romance",6.1,NA,"a nightclub dancer marries into society and has to contend with her jealous sister-in-law.","frank borzage","joan crawford, margaret sullavan, robert young, melvyn douglas",661,NA
"94",94,"college swing",1938,"passed",86,"comedy",6.4,NA,"gracie alden tries to graduate on college to get an inheritance.","raoul walsh","george burns, gracie allen, martha raye, bob hope",306,NA
"95",95,"sinners in paradise",1938,"passed",65,"adventure, drama, romance",5.8,NA,"a seaplane departs for china. on board are a nurse escaping a loveless marriage to do work with refugees, a woman hoping to surprise her estranged son, a wealthy heiress trying to distance ...                see full summary »","james whale","madge evans, john boles, bruce cabot, marion martin",239,NA
"96",96,"the spider's web",1938,"passed",300,"crime, action, drama",7.3,NA,"a crime fighter known as the spider battles a villain called the octopus, who is out to sabotage america and install his own government.","james w. horne, ray taylor","warren hull, iris meredith, richard fiske, kenne duncan",86,NA
"97",97,"four's a crowd",1938,"approved",92,"comedy, romance",6.5,NA,"robert will do anything to get the big account that has eluded him. his public relations business makes public angels of rich scoundrels. jean needs someone to save the paper and she wants ...                see full summary »","michael curtiz","errol flynn, olivia de havilland, rosalind russell, patric knowles",724,NA
"98",98,"tarzan's revenge",1938,"approved",70,"action, adventure, comedy",5,NA,"eleanor and her parents are hunting big game, acompanied by her wimpish fiance. ben lleu bey wants to add her to his 100-woman harem. tarzan wants her too.","d. ross lederman","glenn morris, eleanor holm, george barbier, c. henry gordon",401,NA
"99",99,"lord jeff",1938,"approved",85,"crime, drama",6.7,NA,"spoilt child geoffrey bramer teams up with a pair of small time crooks to pose as an aristocrat and steal jewelry from exclusive shops. during a a caper, geoffrey is caught and is sentenced...                see full summary »","sam wood","freddie bartholomew, mickey rooney, charles coburn, herbert mundin",270,NA
"100",100,"just around the corner",1938,"passed",70,"comedy, musical",6.6,NA,"shirley helps her idealistic architect father get his dream of a slum clearance project; the little miss dances with bill ""bojangles"" robinson. based on paul gerard smith's book, ""lucky penny"".","irving cummings","shirley temple, joan davis, charles farrell, amanda duff",424,NA
