"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"19",19,"a man escaped",1956,"not rated",101,"drama, thriller, war",8.2,NA,"a captured french resistance fighter during wwii engineers a daunting escape from prison.","robert bresson","françois leterrier, charles le clainche, maurice beerblock, roland monod",13688,NA
"20",20,"anastasia",1956,"unrated",105,"biography, drama, history",7.1,NA,"an opportunistic russian businessman tries to pass a mysterious impostor as the grand duchess anastasia. but she is so convincing in her performance that even the biggest skeptics believe her.","anatole litvak","ingrid bergman, yul brynner, helen hayes, akim tamiroff",6306,NA
"21",21,"the conqueror",1956,"approved",111,"adventure, biography, history",3.4,NA,"mongol chief temujin battles against tartar armies and for the love of the tartar princess bortai. temujin becomes the emperor genghis khan.","dick powell","john wayne, susan hayward, pedro armendáriz, agnes moorehead",2636,NA
"22",22,"baby doll",1956,"approved",114,"drama",7.5,NA,"a steamy tale of two southern rivals and a sensuous nineteen-year-old virgin.","elia kazan","karl malden, carroll baker, eli wallach, mildred dunnock",5518,NA
"23",23,"d-day the sixth of june",1956,"approved",106,"drama, romance, war",6.1,NA,"en route to normandy, an american and a british officer reminisce in flashback about their romances with the same woman.","henry koster","robert taylor, richard todd, dana wynter, edmond o'brien",1037,NA
"24",24,"carousel",1956,"approved",128,"drama, fantasy, musical",6.9,NA,"fifteen years after his death, a carousel barker is granted permission to return to earth for one day to make amends to his widow and their daughter.","henry king","gordon macrae, shirley jones, cameron mitchell, barbara ruick",4907,NA
"25",25,"the harder they fall",1956,"not rated",109,"drama, film-noir, sport",7.6,NA,"down-on-his-luck ex-sportswriter eddie willis is hired by shady fight promoter nick benko to promote his latest find, an unknown but easily exploitable phenom from argentina.","mark robson","humphrey bogart, rod steiger, jan sterling, mike lane",5469,NA
"26",26,"trapeze",1956,"approved",105,"drama, romance",6.9,NA,"a crippled circus acrobat is torn emotionally between two ambitious young trapeze artists, one a talented young american and a less-gifted but beautiful italian.","carol reed","burt lancaster, tony curtis, gina lollobrigida, katy jurado",3457,NA
"27",27,"somebody up there likes me",1956,"passed",113,"biography, drama, sport",7.5,NA,"boxer rocky graziano's biopic, based on his autobiography, from childhood to his world middleweight championship title win at age 28 in 1947.","robert wise","paul newman, pier angeli, everett sloane, eileen heckart",6114,NA
"28",28,"friendly persuasion",1956,"unrated",137,"drama, romance, war",7.5,NA,"the pacifist attitude of a quaker family is tested as a result of the american civil war.","william wyler","gary cooper, dorothy mcguire, anthony perkins, richard eyer",5304,NA
"29",29,"the hunchback of notre dame",1956,"pg",104,"drama, history",6.8,NA,"the timeless tale of the seductive gypsy esmeralda and the tortured hunchback quasimodo.","jean delannoy","gina lollobrigida, anthony quinn, jean danet, alain cuny",1880,NA
"30",30,"the creature walks among us",1956,"approved",78,"horror, sci-fi",5.8,NA,"a scientist captures the creature and turns him into an air-breather, only for him to escape and start killing.","john sherwood","jeff morrow, rex reason, leigh snowden, gregg palmer",2274,NA
"31",31,"1984",1956,NA,90,"drama, sci-fi",7.1,NA,"george orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.","michael anderson","edmond o'brien, michael redgrave, jan sterling, david kossoff",2534,NA
"32",32,"rebel in town",1956,"not rated",78,"western",6.8,NA,"after the civil war, in a yankee town five confederates find trouble when one of them accidentally shoots a local young boy.","alfred l. werker","john payne, ruth roman, j. carrol naish, ben cooper",227,NA
"33",33,"7 men from now",1956,"approved",78,"action, western",7.5,NA,"a former sheriff blames himself for his wife's death during a wells fargo robbery and vows to track down and kill the seven men responsible.","budd boetticher","randolph scott, gail russell, lee marvin, walter reed",3675,NA
"34",34,"written on the wind",1956,"not rated",99,"drama",7.5,NA,"alcoholic playboy kyle hadley marries the woman secretly loved by his poor but hard-working best friend, who in turn is pursued by kyle's nymphomaniac sister.","douglas sirk","rock hudson, lauren bacall, robert stack, dorothy malone",8135,NA
"35",35,"earth vs. the flying saucers",1956,"unrated",83,"action, sci-fi",6.4,NA,"extraterrestrials traveling in high-tech flying saucers contact scientist dr. russell marvin as part of a plan to enslave the inhabitants of earth.","fred f. sears","hugh marlowe, joan taylor, donald curtis, morris ankrum",5695,NA
"36",36,"the black sleep",1956,"not rated",82,"horror, sci-fi",6.1,NA,"sir joel cadman, a mad scientist, kidnaps his victims and cuts open their brains in an effort to discover a means to cure his wife's brain tumor.","reginald le borg","basil rathbone, akim tamiroff, lon chaney jr., john carradine",1048,NA
"37",37,"bob le flambeur",1956,"pg",98,"crime, drama, thriller",7.8,"80","bob, an old gangster and gambler is almost broke, so he decides in spite of the warnings of a friend, a high official from the police, to rob a gambling casino in dauville. everything is ...                see full summary »","jean-pierre melville","roger duchesne, isabelle corey, daniel cauchy, guy decomble",8200,NA
"38",38,"godzilla, king of the monsters!",1956,"not rated",80,"action, horror, sci-fi",6.6,NA,"a 400-foot (122-meter) dinosaur-like beast, awoken from undersea hibernation off the japanese coast by atomic-bomb testing, attacks tokyo.","ishirô honda, terry o. morse","raymond burr, takashi shimura, momoko kôchi, akira takarada",5817,NA
"39",39,"the rainmaker",1956,"approved",121,"romance, western",7,NA,"during the depression, a con-man promises rain to a desperate drought-ridden kansas town and marriage to a local desperate spinster.","joseph anthony","burt lancaster, katharine hepburn, wendell corey, lloyd bridges",2932,NA
"40",40,"love me tender",1956,"not rated",89,"drama, romance, western",6.2,NA,"at the end of the civil war, a confederate team is ordered to rob a union payroll train but the war ends leaving these men with their union loot, until the feds come looking for it.","robert d. webb","richard egan, debra paget, elvis presley, robert middleton",2897,NA
"41",41,"between heaven and hell",1956,"approved",94,"drama, war",6.6,NA,"the spoiled rich son of a wealthy southerner is changed by his experiences in the pacific during world war ii.","richard fleischer","robert wagner, terry moore, broderick crawford, buddy ebsen",917,NA
"42",42,"the brave one",1956,"approved",100,"drama, family",6.8,NA,"a young mexican boy tirelessly tries to save his pet bull from death at the hands of a celebrated matador.","irving rapper","michel ray, rodolfo hoyos jr., elsa cárdenas, carlos navarro",535,NA
"43",43,"the man in the gray flannel suit",1956,"approved",153,"drama, romance, war",7.2,NA,"an ex-soldier faces ethical questions as he tries to earn enough to support his wife and children well.","nunnally johnson","gregory peck, jennifer jones, fredric march, marisa pavan",2773,NA
"44",44,"sissi - die junge kaiserin",1956,NA,107,"drama, history",6.6,NA,"the second in a trilogy of movies about elisabeth ""sissi"" of austria, the film chronicles the married life of the young empress as she tries to adjust to formal and strict life in the palace and an overbearing mother-in-law.","ernst marischka","romy schneider, karlheinz böhm, magda schneider, gustav knuth",4829,NA
"45",45,"it conquered the world",1956,"approved",71,"horror, sci-fi, thriller",4.9,NA,"a well meaning scientist guides an alien monster to earth from venus, so that he can rid mankind of feelings and emotions - but only death and sorrow results.","roger corman","peter graves, beverly garland, lee van cleef, sally fraser",1678,NA
"46",46,"bigger than life",1956,"not rated",95,"drama",7.6,NA,"a seriously ill schoolteacher becomes dependent on a ""miracle"" drug that begins to affect his sanity.","nicholas ray","james mason, barbara rush, walter matthau, robert f. simon",5488,NA
"47",47,"the opposite sex",1956,"not rated",117,"comedy, musical, romance",6.2,NA,"shortly after their tenth wedding anniversary, new york theater producer steven hilliard and his wife, former popular radio singer kay hilliard née ashley, are getting a kay-initiated reno ...                see full summary »","david miller","june allyson, joan collins, dolores gray, ann sheridan",1065,NA
"48",48,"the man who never was",1956,"approved",103,"war, drama",7.4,NA,"true story of a british attempt to trick the enemy into weakening sicily's defenses before the 1943 attack, using a dead man with faked papers.","ronald neame","clifton webb, gloria grahame, robert flemyng, josephine griffin",3421,NA
"49",49,"the girl can't help it",1956,"approved",99,"comedy, music",6.9,NA,"a gangster hires a down-and-out press agent to make his airheaded girlfriend a singing star.","frank tashlin","tom ewell, jayne mansfield, edmond o'brien, julie london",2535,NA
"50",50,"pursuit of the graf spee",1956,"not rated",119,"action, adventure, drama",6.7,NA,"a true ww2 story: the british navy must find and destroy a powerful german warship.","michael powell, emeric pressburger","john gregson, anthony quayle, peter finch, ian hunter",3166,NA
"51",51,"the fastest gun alive",1956,"approved",89,"drama, western",7.2,NA,"in the western frontier town of cross creek storekeeper george temple is a polite and soft spoken man with a secret past.when three bank robbers on the lam stop in town to change horses george temple's past comes back to haunt him.","russell rouse","glenn ford, jeanne crain, broderick crawford, russ tamblyn",2257,NA
"52",52,"the swan",1956,"approved",104,"comedy, romance, drama",6.5,NA,"princess beatrice's days of enjoying the regal life are numbered unless her only daughter, princess alexandra, makes a good impression on a distant cousin when he pays a surprise visit to ...                see full summary »","charles vidor","grace kelly, alec guinness, louis jourdan, agnes moorehead",1828,NA
"53",53,"the mole people",1956,"approved",77,"adventure, fantasy, horror",4.8,NA,"a party of archaeologists discovers the remnants of a mutant five-millennia-old sumerian civilization living beneath a glacier atop a mountain in mesopotamia.","virgil w. vogel","john agar, cynthia patrick, hugh beaumont, alan napier",2446,NA
"54",54,"jubal",1956,"not rated",100,"drama, romance, western",7.1,NA,"a new foreman rejects the sexual advances of a frustrated rancher's wife, which leads to conflicts that could get him killed.","delmer daves","glenn ford, ernest borgnine, rod steiger, valerie french",2624,NA
"55",55,"the last hunt",1956,"not rated",108,"western",7,NA,"in 1883 south dakota, two buffalo hunters start a personal feud over a captured squaw and a stand-off with a dakota raiding party over some stolen horses.","richard brooks","robert taylor, stewart granger, lloyd nolan, debra paget",1071,NA
"56",56,"autumn leaves",1956,"approved",107,"drama",6.7,NA,"millicent wetherby is a middle-aged woman whose life is devoid of love and affection. millicent's solitary existence changes when she encounters burt hansen a charismatic younger man. as ...                see full summary »","robert aldrich","joan crawford, cliff robertson, vera miles, lorne greene",1678,NA
"57",57,"patterns",1956,NA,83,"drama",7.9,NA,"when fred staples is recruited onto the board of a high-powered new york corporation, he finds his ethics and ambition at odds.","fielder cook","van heflin, everett sloane, ed begley, beatrice straight",1456,NA
"58",58,"reach for the sky",1956,"not rated",123,"biography, drama, war",7.3,NA,"biopic of raf group captain douglas bader who, after having lost both legs, flew a british fighter plane during ww2.","lewis gilbert","kenneth more, muriel pavlow, lyndon brook, lee patterson",1804,NA
"59",59,"indestructible man",1956,"approved",72,"crime, horror, sci-fi",3.8,NA,"charles ""the butcher"" benton, a brutal death row inmate gets double-crossed by his crooked lawyer. he gets his chance for revenge when, after he's been executed, a bizarre experiment brings him back to life and more deadly than ever.","jack pollexfen","lon chaney jr., max showalter, marian carr, ross elliott",1762,NA
"60",60,"the king and four queens",1956,"not rated",86,"adventure, comedy, mystery",6.1,NA,"opportunistic con man dan kehoe ingratiates himself with the cantankerous mother of four outlaws and their beautiful widows in order to find their hidden gold.","raoul walsh","clark gable, eleanor parker, jean willes, barbara nichols",1062,NA
"61",61,"the eddy duchin story",1956,"approved",123,"biography, drama, music",6.9,NA,"the life story of the famous pianist and band-leader of the 1930s and 1940s.","george sidney","tyrone power, kim novak, victoria shaw, james whitmore",1351,NA
"62",62,"tea and sympathy",1956,"approved",122,"drama",7.3,NA,"tom lee is a sensitive boy of 17 whose lack of interest in the ""manly"" pursuits of sports, mountain climbing and girls labels him ""sister-boy"" at the college he is attending. head master ...                see full summary »","vincente minnelli","deborah kerr, john kerr, leif erickson, edward andrews",1802,NA
"63",63,"attack",1956,"approved",107,"drama, war, action",7.5,NA,"in 1945, an american infantry company sets up an artillery observation post but tensions between captain cooney and lieutenant costa run high.","robert aldrich","jack palance, lee marvin, eddie albert, robert strauss",3824,NA
"64",64,"rodan",1956,"unrated",74,"adventure, drama, horror",6.4,NA,"mutant pterosaurs and prehistoric insects terrorize humanity.","ishirô honda","kenji sahara, yumi shirakawa, akihiko hirata, akio kobori",3329,NA
"65",65,"liane, jungle goddess",1956,NA,88,"adventure",5.3,NA,"an expedition discovers blonde 16 year-old liane venerated by the native tribe in the african jungle and returns her to hamburg where she is welcomed by her grandfather, ship tycoon von ...                see full summary »","eduard von borsody","marion michael, hardy krüger, irene galter, peter mosbacher",312,NA
"66",66,"alexander the great",1956,"not rated",141,"biography, drama, history",5.8,NA,"the life and military conquests of alexander iii of macedon (20/21 july 356 - 10/11 june 323 bc), commonly known as alexander the great.","robert rossen","richard burton, fredric march, claire bloom, barry jones",2784,NA
"67",67,"the beast of hollow mountain",1956,"approved",79,"comedy, romance, sci-fi",4.2,NA,"an american cowboy living in mexico discovers his cattle are being eaten by a giant prehistoric dinosaur.","edward nassour, ismael rodríguez","guy madison, patricia medina, carlos rivas, mario navarro",1127,NA
"68",68,"a kiss before dying",1956,"approved",94,"crime, film-noir, mystery",6.8,NA,"a ruthless college student resorts to murder in a futile attempt to marry an heiress.","gerd oswald","robert wagner, jeffrey hunter, virginia leith, joanne woodward",2402,NA
"69",69,"x the unknown",1956,"approved",81,"horror, sci-fi",6.2,NA,"a radioactive, mud-like creature terrorizes a scottish village.","leslie norman, joseph losey","dean jagger, edward chapman, leo mckern, anthony newley",2100,NA
"70",70,"the burmese harp",1956,"not rated",116,"drama, music, war",8.1,NA,"in the war's closing days, when a conscience-driven japanese soldier fails to get his countrymen to surrender to overwhelming force, he adopts the lifestyle of a buddhist monk.","kon ichikawa","rentarô mikuni, shôji yasui, tatsuya mihashi, jun hamamura",4446,NA
"71",71,"a town like alice",1956,"not rated",117,"drama, romance, war",7.2,NA,"a newly wealthy english woman returns to malaya to build a well for the villagers who helped her during war. thinking back, she recalls the australian man who made a great sacrifice to aid her and her fellow prisoners of war.","jack lee","virginia mckenna, peter finch, kenji takaki, tran van khe",1040,NA
"72",72,"while the city sleeps",1956,"not rated",100,"crime, drama, film-noir",7,NA,"a serial killer has been killing beautiful women in new york, and the new owner of a media company offers a high ranking job to the 1st administrator who can get the earliest scoops on the case.","fritz lang","dana andrews, rhonda fleming, george sanders, howard duff",4094,NA
"73",73,"swamp women",1956,"approved",67,"adventure, crime, drama",2.9,NA,"an undercover policewoman helps three female convicts escape from prison so that they can lead her to a stash of stolen diamonds hidden in a swamp.","roger corman","marie windsor, carole mathews, beverly garland, mike connors",1389,NA
"74",74,"the teahouse of the august moon",1956,"approved",123,"comedy",6.9,NA,"in post-wwii japan, an american captain is brought in to help build a school, but the locals want a teahouse instead.","daniel mann","marlon brando, glenn ford, machiko kyô, eddie albert",2665,NA
"75",75,"sceningång",1956,NA,92,"drama",4.6,NA,"a day at the royal dramatic theatre, stockholm, sweden. famous actors, theatre staff, pupils and shakespeare's ""king lear"".","bengt ekerot","edvin adolphson, margit carlqvist, gio petré, lars ekborg",19,NA
"76",76,"the spanish gardener",1956,"not rated",91,"drama",6.9,NA,"a rather undiplomatic british diplomat takes up his new post in spain accompanied by his son nicholas. the posting is something of a disappointment to the father, who was hoping for a ...                see full summary »","philip leacock","dirk bogarde, jon whiteley, michael hordern, cyril cusack",612,NA
"77",77,"aparajito",1956,"not rated",110,"drama",8.2,NA,"following his father's death, a boy leaves home to study in calcutta, while his mother must face a life alone.","satyajit ray","smaran ghosal, kamala adhikari, lalchand banerjee, kali bannerjee",8144,NA
"78",78,"nightfall",1956,NA,78,"crime, drama, film-noir",7.3,NA,"through a series of bizarre coincidences artist finds himself falsely accused of bank robbery and murder and is pursued by the authorities and the real killers.","jacques tourneur","aldo ray, anne bancroft, brian keith, jocelyn brando",2057,NA
"79",79,"rock around the clock",1956,"not rated",77,"comedy, music, romance",6.1,NA,"orchestra manager steve hollis realizes that big-band music is dead. people want something new, but what? on their way to new york, steve and his companion corny, stop at a motel in a small...                see full summary »","fred f. sears","bill haley and the comets, the platters, ernie freeman combo, tony martinez and his band",849,NA
"80",80,"meet me in las vegas",1956,"not rated",112,"comedy, romance, musical",6.1,NA,"chuck rodwell is a gambling cowboy who discovers that he's lucky at the roulette wheel if he holds hands with dancer marie. however, marie doesn't like to hold hands with him, at least not ...                see full summary »","roy rowland","dan dailey, cyd charisse, agnes moorehead, lili darvas",537,NA
"81",81,"the great locomotive chase",1956,"approved",85,"action, adventure, family",7.1,NA,"during the civil war union spy andrews and his men volunteer to steal a confederate train and drive it to union territory while destroying the confederate railway system along the way.","francis d. lyon","fess parker, jeffrey hunter, jeff york, john lupton",810,NA
"82",82,"anything goes",1956,NA,106,"musical",6.2,NA,"bill benson and ted adams are to appear in a broadway show together and, while in paris, each 'discovers' the perfect leading lady for the plum female role. each promises the prize role to ...                see full summary »","robert lewis","bing crosby, donald o'connor, zizi jeanmaire, mitzi gaynor",714,NA
"83",83,"gunslinger",1956,"approved",83,"western",3.1,NA,"after her husband is gunned down, rose hood takes his place temporarily as marshal of a small western town.","roger corman","john ireland, beverly garland, allison hayes, martin kingsley",1199,NA
"84",84,"the scarlet hour",1956,"approved",95,"crime, drama, film-noir",7.1,NA,"an unhappy wife uses her powers of manipulation to draw an infatuated man into an ill-fated jewelry heist.","michael curtiz","carol ohmart, tom tryon, jody lawrance, james gregory",199,NA
"85",85,"the forty-first",1956,NA,88,"war, drama, romance",7.8,NA,"an unexpected romance occurs for a female red army sniper and a white army officer.","grigoriy chukhray","izolda izvitskaya, oleg strizhenov, nikolay kryuchkov, nikolai dupak",1062,NA
"86",86,"street of shame",1956,NA,87,"drama",8,NA,"the personal tales of various prostitutes who occupy a japanese brothel.","kenji mizoguchi","machiko kyô, aiko mimasu, ayako wakao, michiyo kogure",2741,NA
"87",87,"the werewolf",1956,"approved",79,"sci-fi, horror",5.9,NA,"two scientists come across an auto accident, and find an unconscious man in the wreck. they take him back to their lab and inject him with a serum they have been working with. unfortunately...                see full summary »","fred f. sears","don megowan, joyce holden, eleanore tanin, kim charney",892,NA
"88",88,"7th cavalry",1956,"approved",75,"western",5.9,NA,"an officer accused of cowardice volunteers to bring back general custers's body after little big horn.","joseph h. lewis","randolph scott, barbara hale, jay c. flippen, frank faylen",823,NA
"89",89,"hot blood",1956,NA,85,"drama, musical",6,NA,"stephen torino (wilde), who is tricked by his brother marco (adler) into an arranged marriage with tempestuous annie caldash (russell). annie is willing to give the union a go, but torino wants none of it.","nicholas ray","jane russell, cornel wilde, luther adler, joseph calleia",349,NA
"90",90,"the lone ranger",1956,"approved",86,"adventure, western",6.9,NA,"wealthy rancher reese kilgore aims to grab silver-rich indian land by skilfully pitting indians against settlers but the suspicious territorial governor sends the lone ranger to investigate.","stuart heisler","clayton moore, jay silverheels, lyle bettger, bonita granville",727,NA
"91",91,"bhowani junction",1956,"approved",110,"adventure, drama, history",6.4,NA,"anglo-indian victoria jones seeks her true identity amid the chaos of the british withdrawal from india.","george cukor","ava gardner, stewart granger, bill travers, abraham sofaer",1334,NA
"92",92,"backlash",1956,"approved",84,"mystery, romance, western",6.6,NA,"jim slater seeks a survivor of the apache ambush his father died in.","john sturges","richard widmark, donna reed, william campbell, john mcintire",1046,NA
"93",93,"helen of troy",1956,"approved",118,"adventure, drama, history",6.2,NA,"the iliad's story of the trojan war, told from the trojan viewpoint.","robert wise","stanley baker, rossana podestà, brigitte bardot, jacques sernas",1641,NA
"94",94,"julie",1956,"approved",99,"crime, drama, film-noir",6.2,NA,"a terrified wife tries to escape from her insanely jealous husband who is bent on killing her.","andrew l. stone","doris day, louis jourdan, barry sullivan, frank lovejoy",1058,NA
"95",95,"the catered affair",1956,"approved",94,"comedy, drama, romance",7.7,NA,"at breakfast, jane announces that she and ralph are getting married the next week. all jane and ralph want is a small wedding with the immediate family and no reception, because jane's ...                see full summary »","richard brooks","bette davis, ernest borgnine, debbie reynolds, barry fitzgerald",2280,NA
"96",96,"three violent people",1956,"approved",100,"western",6.4,NA,"when confederate officer colt saunders returns to his texas ranch after the war he finds his lands wanted by carpetbaggers and by corrupt provisional government commissioners harrison and cable.","rudolph maté","charlton heston, anne baxter, gilbert roland, tom tryon",893,NA
"97",97,"ransom!",1956,"approved",109,"crime, drama, film-noir",6.9,NA,"the stannards' son is kidnapped for ransom. plot centres around ford's (the father) efforts to find him.","alex segal","glenn ford, donna reed, leslie nielsen, juano hernandez",1295,NA
"98",98,"toward the unknown",1956,"approved",115,"drama, history, romance",6.6,NA,"at the dawn of supersonic flight in the 1950s a group of edwards air force base experimental aircraft test pilots push themselves to the limit.","mervyn leroy","william holden, lloyd nolan, virginia leith, charles mcgraw",411,NA
"99",99,"davy crockett and the river pirates",1956,"approved",81,"family, adventure, comedy",7,NA,"davy crockett and his sidekick georgie compete against boastful mike fink (""king of the river"") in a boat race to new orleans. later, davy and georgie, allied with fink, battle a group of ...                see full summary »","norman foster","fess parker, buddy ebsen, jeff york, kenneth tobey",1225,NA
"100",100,"mohawk",1956,"approved",80,"adventure, romance",5.3,NA,"in 1700s new york, a boston artist working in the remote fort alden is torn between his love for 2 women and thrown into the middle of a mohawk-iroquois-american war.","kurt neumann","scott brady, rita gam, neville brand, lori nelson",366,NA
